Location,Date,Sentiments
bihar,2020-05-10,1
bihar,2020-05-10,-1
madhya pradesh,2020-05-10,0
delhi,2020-05-10,0
madhya pradesh,2020-05-10,1
goa,2020-05-10,1
chandigarh,2020-05-10,0
goa,2020-05-10,1
delhi,2020-05-10,-1
himachal pradesh,2020-05-10,-1
assam,2020-05-10,0
maharashtra,2020-05-10,0
west bengal,2020-05-10,1
delhi,2020-05-10,0
gujarat,2020-05-10,-1
goa,2020-05-10,0
goa,2020-05-10,1
gujarat,2020-05-10,0
goa,2020-05-10,0
punjab,2020-05-10,0
goa,2020-05-10,0
maharashtra,2020-05-10,-1
goa,2020-05-10,0
bihar,2020-05-10,-1
uttar pradesh,2020-05-10,0
andhra pradesh,2020-05-10,-1
gujarat,2020-05-10,0
maharashtra,2020-05-10,0
tamil nadu,2020-05-10,0
bihar,2020-05-10,1
chandigarh,2020-05-10,-1
uttar pradesh,2020-05-10,-1
karnataka,2020-05-10,1
kerala,2020-05-10,1
bihar,2020-05-10,-1
gujarat,2020-05-10,1
bihar,2020-05-10,0
haryana,2020-05-10,0
bihar,2020-05-10,1
gujarat,2020-05-10,-1
gujarat,2020-05-10,0
chandigarh,2020-05-10,1
uttar pradesh,2020-05-10,0
assam,2020-05-10,1
bihar,2020-05-10,1
bihar,2020-05-10,0
chandigarh,2020-05-10,0
chandigarh,2020-05-10,1
rajasthan,2020-05-10,0
tamil nadu,2020-05-10,0
goa,2020-05-10,0
chandigarh,2020-05-10,0
chandigarh,2020-05-10,1
chandigarh,2020-05-10,0
chandigarh,2020-05-10,0
chandigarh,2020-05-10,0
chandigarh,2020-05-10,0
punjab,2020-05-10,1
chandigarh,2020-05-10,0
maharashtra,2020-05-10,-1
west bengal,2020-05-10,0
chandigarh,2020-05-10,0
maharashtra,2020-05-10,-1
maharashtra,2020-05-10,0
chandigarh,2020-05-10,1
delhi,2020-05-10,0
maharashtra,2020-05-10,0
gujarat,2020-05-10,0
gujarat,2020-05-10,0
assam,2020-05-10,0
uttar pradesh,2020-05-10,-1
chandigarh,2020-05-10,1
madhya pradesh,2020-05-10,-1
delhi,2020-05-10,1
rajasthan,2020-05-10,0
bihar,2020-05-10,1
uttar pradesh,2020-05-10,0
rajasthan,2020-05-10,0
tamil nadu,2020-05-10,1
chandigarh,2020-05-10,1
odisha,2020-05-10,1
west bengal,2020-05-10,0
chandigarh,2020-05-10,1
delhi,2020-05-10,1
kerala,2020-05-10,1
uttar pradesh,2020-05-10,-1
tamil nadu,2020-05-10,1
chandigarh,2020-05-10,1
karnataka,2020-05-10,0
andhra pradesh,2020-05-10,0
rajasthan,2020-05-10,1
haryana,2020-05-10,-1
rajasthan,2020-05-10,1
gujarat,2020-05-10,1
delhi,2020-05-10,1
delhi,2020-05-10,-1
gujarat,2020-05-10,-1
bihar,2020-05-10,0
karnataka,2020-05-10,1
tamil nadu,2020-05-10,1
gujarat,2020-05-10,-1
rajasthan,2020-05-10,0
maharashtra,2020-05-10,0
andhra pradesh,2020-05-10,0
maharashtra,2020-05-10,-1
himachal pradesh,2020-05-10,0
andhra pradesh,2020-05-10,0
rajasthan,2020-05-10,0
gujarat,2020-05-10,1
west bengal,2020-05-10,0
madhya pradesh,2020-05-10,-1
goa,2020-05-10,0
madhya pradesh,2020-05-10,1
madhya pradesh,2020-05-10,0
rajasthan,2020-05-10,1
delhi,2020-05-10,0
bihar,2020-05-10,-1
tamil nadu,2020-05-10,-1
jharkhand,2020-05-10,1
gujarat,2020-05-10,0
delhi,2020-05-10,1
kerala,2020-05-10,1
kerala,2020-05-10,1
goa,2020-05-10,1
west bengal,2020-05-10,0
himachal pradesh,2020-05-10,0
chandigarh,2020-05-10,-1
bihar,2020-05-10,1
maharashtra,2020-05-10,1
delhi,2020-05-10,-1
bihar,2020-05-10,-1
delhi,2020-05-10,-1
chhattisgarh,2020-05-10,0
uttar pradesh,2020-05-10,0
gujarat,2020-05-10,0
tamil nadu,2020-05-10,1
rajasthan,2020-05-10,-1
karnataka,2020-05-10,1
uttarakhand,2020-05-10,0
tamil nadu,2020-05-10,1
punjab,2020-05-10,0
chandigarh,2020-05-10,1
chandigarh,2020-05-10,-1
goa,2020-05-10,0
goa,2020-05-10,-1
kerala,2020-05-10,0
goa,2020-05-10,0
delhi,2020-05-10,0
goa,2020-05-10,0
tamil nadu,2020-05-10,1
goa,2020-05-10,1
goa,2020-05-10,0
goa,2020-05-10,0
goa,2020-05-10,0
goa,2020-05-10,1
rajasthan,2020-05-10,0
rajasthan,2020-05-10,1
haryana,2020-05-10,-1
chandigarh,2020-05-10,0
west bengal,2020-05-10,0
goa,2020-05-10,1
bihar,2020-05-10,0
goa,2020-05-10,-1
west bengal,2020-05-10,1
goa,2020-05-10,0
delhi,2020-05-10,0
bihar,2020-05-10,0
goa,2020-05-10,0
karnataka,2020-05-10,0
maharashtra,2020-05-10,0
madhya pradesh,2020-05-10,-1
madhya pradesh,2020-05-10,-1
bihar,2020-05-10,1
delhi,2020-05-10,0
delhi,2020-05-10,1
bihar,2020-05-10,0
himachal pradesh,2020-05-10,-1
tamil nadu,2020-05-10,1
bihar,2020-05-10,1
chandigarh,2020-05-10,1
tamil nadu,2020-05-10,-1
uttar pradesh,2020-05-10,1
uttar pradesh,2020-05-10,0
bihar,2020-05-10,0
rajasthan,2020-05-10,0
goa,2020-05-10,0
bihar,2020-05-10,1
madhya pradesh,2020-05-10,0
tamil nadu,2020-05-10,1
goa,2020-05-10,1
madhya pradesh,2020-05-10,-1
madhya pradesh,2020-05-10,0
chandigarh,2020-05-10,1
rajasthan,2020-05-10,1
west bengal,2020-05-10,1
madhya pradesh,2020-05-10,-1
madhya pradesh,2020-05-10,-1
goa,2020-05-10,-1
punjab,2020-05-10,0
madhya pradesh,2020-05-10,1
himachal pradesh,2020-05-10,0
bihar,2020-05-10,1
bihar,2020-05-10,1
bihar,2020-05-10,1
madhya pradesh,2020-05-10,1
odisha,2020-05-10,0
goa,2020-05-10,0
goa,2020-05-10,1
haryana,2020-05-10,0
chhattisgarh,2020-05-10,0
punjab,2020-05-10,0
maharashtra,2020-05-10,0
karnataka,2020-05-10,-1
tamil nadu,2020-05-10,-1
odisha,2020-05-10,1
madhya pradesh,2020-05-10,-1
madhya pradesh,2020-05-10,1
bihar,2020-05-10,1
west bengal,2020-05-10,0
madhya pradesh,2020-05-10,-1
madhya pradesh,2020-05-10,1
punjab,2020-05-10,1
gujarat,2020-05-10,1
odisha,2020-05-10,1
madhya pradesh,2020-05-10,0
uttar pradesh,2020-05-10,1
delhi,2020-05-10,0
goa,2020-05-10,0
delhi,2020-05-10,1
kerala,2020-05-10,0
odisha,2020-05-10,0
goa,2020-05-10,0
karnataka,2020-05-10,0
madhya pradesh,2020-05-10,0
karnataka,2020-05-10,0
delhi,2020-05-10,0
rajasthan,2020-05-10,1
chandigarh,2020-05-10,-1
delhi,2020-05-10,0
delhi,2020-05-10,0
nagaland,2020-05-10,1
bihar,2020-05-10,0
delhi,2020-05-10,1
chandigarh,2020-05-10,0
tamil nadu,2020-05-10,0
chandigarh,2020-05-10,1
chandigarh,2020-05-10,0
maharashtra,2020-05-10,0
chandigarh,2020-05-10,0
uttar pradesh,2020-05-10,1
rajasthan,2020-05-10,1
chandigarh,2020-05-10,-1
chandigarh,2020-05-10,-1
uttar pradesh,2020-05-10,0
chandigarh,2020-05-10,-1
himachal pradesh,2020-05-10,1
madhya pradesh,2020-05-10,-1
assam,2020-05-10,-1
karnataka,2020-05-10,1
madhya pradesh,2020-05-10,0
madhya pradesh,2020-05-10,0
gujarat,2020-05-10,0
himachal pradesh,2020-05-10,0
maharashtra,2020-05-10,1
delhi,2020-05-10,-1
maharashtra,2020-05-10,1
karnataka,2020-05-10,1
delhi,2020-05-10,1
tamil nadu,2020-05-10,0
himachal pradesh,2020-05-10,-1
chandigarh,2020-05-10,1
gujarat,2020-05-10,-1
uttar pradesh,2020-05-10,0
kerala,2020-05-10,1
dadra and nagar haveli,2020-05-10,0
uttar pradesh,2020-05-10,0
tamil nadu,2020-05-10,0
madhya pradesh,2020-05-10,-1
jharkhand,2020-05-10,-1
karnataka,2020-05-10,0
gujarat,2020-05-10,0
mizoram,2020-05-10,1
uttar pradesh,2020-05-10,0
uttar pradesh,2020-05-10,1
himachal pradesh,2020-05-10,0
uttar pradesh,2020-05-10,0
west bengal,2020-05-10,1
maharashtra,2020-05-10,0
rajasthan,2020-05-10,0
bihar,2020-05-10,0
gujarat,2020-05-10,1
chandigarh,2020-05-10,1
kerala,2020-05-10,0
goa,2020-05-10,1
chandigarh,2020-05-10,-1
mizoram,2020-05-10,0
chhattisgarh,2020-05-10,-1
madhya pradesh,2020-05-10,1
uttar pradesh,2020-05-10,1
delhi,2020-05-10,0
maharashtra,2020-05-10,0
goa,2020-05-10,1
west bengal,2020-05-10,1
uttar pradesh,2020-05-10,1
madhya pradesh,2020-05-10,0
bihar,2020-05-10,1
goa,2020-05-10,1
gujarat,2020-05-11,1
bihar,2020-05-11,1
gujarat,2020-05-11,0
gujarat,2020-05-11,-1
gujarat,2020-05-11,-1
chandigarh,2020-05-11,0
chandigarh,2020-05-11,1
delhi,2020-05-11,1
maharashtra,2020-05-11,1
manipur,2020-05-11,1
karnataka,2020-05-11,1
gujarat,2020-05-11,-1
chandigarh,2020-05-11,0
chandigarh,2020-05-11,0
gujarat,2020-05-11,1
haryana,2020-05-11,0
chandigarh,2020-05-11,1
chandigarh,2020-05-11,1
chandigarh,2020-05-11,0
chandigarh,2020-05-11,1
madhya pradesh,2020-05-11,1
gujarat,2020-05-11,1
karnataka,2020-05-11,1
west bengal,2020-05-11,1
karnataka,2020-05-11,1
uttar pradesh,2020-05-11,1
gujarat,2020-05-11,0
gujarat,2020-05-11,0
madhya pradesh,2020-05-11,0
tripura,2020-05-11,1
delhi,2020-05-11,1
delhi,2020-05-11,1
chhattisgarh,2020-05-11,-1
gujarat,2020-05-11,0
uttar pradesh,2020-05-11,1
bihar,2020-05-11,-1
karnataka,2020-05-11,1
chandigarh,2020-05-11,1
bihar,2020-05-11,-1
bihar,2020-05-11,0
karnataka,2020-05-11,1
gujarat,2020-05-11,0
rajasthan,2020-05-11,1
uttarakhand,2020-05-11,1
maharashtra,2020-05-11,1
chandigarh,2020-05-11,-1
chhattisgarh,2020-05-11,1
chhattisgarh,2020-05-11,1
karnataka,2020-05-11,1
maharashtra,2020-05-11,1
jammu and kashmir,2020-05-11,0
karnataka,2020-05-11,-1
karnataka,2020-05-11,1
dadra and nagar haveli,2020-05-11,1
delhi,2020-05-11,-1
karnataka,2020-05-11,-1
maharashtra,2020-05-11,0
tripura,2020-05-11,1
chandigarh,2020-05-11,1
uttar pradesh,2020-05-11,-1
punjab,2020-05-11,-1
punjab,2020-05-11,1
maharashtra,2020-05-11,1
gujarat,2020-05-11,0
karnataka,2020-05-11,0
west bengal,2020-05-11,1
kerala,2020-05-11,-1
maharashtra,2020-05-11,1
punjab,2020-05-11,0
rajasthan,2020-05-11,1
dadra and nagar haveli,2020-05-11,0
gujarat,2020-05-11,1
karnataka,2020-05-11,1
karnataka,2020-05-11,0
rajasthan,2020-05-11,-1
maharashtra,2020-05-11,-1
maharashtra,2020-05-11,1
west bengal,2020-05-11,-1
uttar pradesh,2020-05-11,0
gujarat,2020-05-11,0
gujarat,2020-05-11,1
delhi,2020-05-11,1
maharashtra,2020-05-11,1
madhya pradesh,2020-05-11,-1
chandigarh,2020-05-11,0
tamil nadu,2020-05-11,0
dadra and nagar haveli,2020-05-11,-1
delhi,2020-05-11,0
rajasthan,2020-05-11,1
maharashtra,2020-05-11,1
punjab,2020-05-11,0
maharashtra,2020-05-11,0
karnataka,2020-05-11,-1
punjab,2020-05-11,1
uttar pradesh,2020-05-11,1
delhi,2020-05-11,0
uttar pradesh,2020-05-11,0
odisha,2020-05-11,0
gujarat,2020-05-11,-1
uttar pradesh,2020-05-11,0
rajasthan,2020-05-11,1
maharashtra,2020-05-11,1
rajasthan,2020-05-11,1
gujarat,2020-05-11,-1
gujarat,2020-05-11,0
gujarat,2020-05-11,-1
odisha,2020-05-11,1
rajasthan,2020-05-11,-1
gujarat,2020-05-11,-1
maharashtra,2020-05-11,1
delhi,2020-05-11,1
maharashtra,2020-05-11,1
gujarat,2020-05-11,0
gujarat,2020-05-11,0
jharkhand,2020-05-11,0
uttar pradesh,2020-05-11,1
gujarat,2020-05-11,0
tamil nadu,2020-05-11,-1
uttar pradesh,2020-05-11,1
bihar,2020-05-11,1
maharashtra,2020-05-11,0
kerala,2020-05-11,-1
karnataka,2020-05-11,1
west bengal,2020-05-11,-1
rajasthan,2020-05-11,-1
rajasthan,2020-05-11,0
delhi,2020-05-11,1
gujarat,2020-05-11,-1
bihar,2020-05-11,-1
tripura,2020-05-11,0
chandigarh,2020-05-11,1
delhi,2020-05-11,1
rajasthan,2020-05-11,1
uttar pradesh,2020-05-11,-1
bihar,2020-05-11,1
chandigarh,2020-05-11,1
tamil nadu,2020-05-11,-1
maharashtra,2020-05-11,-1
delhi,2020-05-11,1
rajasthan,2020-05-11,-1
tamil nadu,2020-05-11,0
gujarat,2020-05-11,1
delhi,2020-05-11,0
tripura,2020-05-11,1
andhra pradesh,2020-05-11,0
karnataka,2020-05-11,1
west bengal,2020-05-11,-1
tamil nadu,2020-05-11,-1
madhya pradesh,2020-05-11,0
uttar pradesh,2020-05-11,0
uttar pradesh,2020-05-11,1
west bengal,2020-05-11,0
bihar,2020-05-11,0
tripura,2020-05-11,1
delhi,2020-05-11,1
maharashtra,2020-05-11,0
tripura,2020-05-11,1
delhi,2020-05-11,1
uttar pradesh,2020-05-11,1
rajasthan,2020-05-11,-1
uttar pradesh,2020-05-11,1
rajasthan,2020-05-11,1
uttar pradesh,2020-05-11,-1
bihar,2020-05-11,1
rajasthan,2020-05-11,1
tripura,2020-05-11,1
andhra pradesh,2020-05-11,-1
delhi,2020-05-11,1
andhra pradesh,2020-05-11,0
karnataka,2020-05-11,0
gujarat,2020-05-11,0
chandigarh,2020-05-11,-1
maharashtra,2020-05-11,0
goa,2020-05-11,1
haryana,2020-05-11,-1
maharashtra,2020-05-11,1
uttar pradesh,2020-05-11,1
karnataka,2020-05-11,-1
west bengal,2020-05-11,1
goa,2020-05-11,-1
karnataka,2020-05-11,1
uttar pradesh,2020-05-11,0
maharashtra,2020-05-11,1
jharkhand,2020-05-11,-1
uttar pradesh,2020-05-11,0
andhra pradesh,2020-05-11,0
west bengal,2020-05-11,1
kerala,2020-05-11,-1
gujarat,2020-05-11,1
mizoram,2020-05-11,1
dadra and nagar haveli,2020-05-11,0
maharashtra,2020-05-11,1
gujarat,2020-05-11,0
delhi,2020-05-11,-1
delhi,2020-05-11,1
jharkhand,2020-05-11,1
delhi,2020-05-11,1
odisha,2020-05-11,1
chandigarh,2020-05-11,0
gujarat,2020-05-11,-1
west bengal,2020-05-11,1
rajasthan,2020-05-11,1
delhi,2020-05-11,1
karnataka,2020-05-11,-1
gujarat,2020-05-11,0
karnataka,2020-05-11,0
delhi,2020-05-11,-1
odisha,2020-05-11,0
dadra and nagar haveli,2020-05-11,-1
madhya pradesh,2020-05-11,1
delhi,2020-05-11,1
uttar pradesh,2020-05-11,-1
goa,2020-05-11,-1
gujarat,2020-05-11,1
delhi,2020-05-11,1
delhi,2020-05-11,0
assam,2020-05-11,1
andhra pradesh,2020-05-11,0
maharashtra,2020-05-11,0
chandigarh,2020-05-11,-1
haryana,2020-05-11,1
madhya pradesh,2020-05-11,1
gujarat,2020-05-11,-1
bihar,2020-05-11,0
delhi,2020-05-11,1
chandigarh,2020-05-11,0
andhra pradesh,2020-05-11,0
kerala,2020-05-11,0
odisha,2020-05-11,0
goa,2020-05-11,0
rajasthan,2020-05-11,0
goa,2020-05-11,0
bihar,2020-05-11,1
goa,2020-05-11,0
rajasthan,2020-05-11,1
gujarat,2020-05-11,0
chandigarh,2020-05-11,1
delhi,2020-05-11,1
goa,2020-05-11,1
gujarat,2020-05-11,-1
west bengal,2020-05-11,1
goa,2020-05-11,1
maharashtra,2020-05-11,1
haryana,2020-05-11,-1
delhi,2020-05-11,0
delhi,2020-05-11,0
west bengal,2020-05-11,-1
uttar pradesh,2020-05-11,1
goa,2020-05-11,0
maharashtra,2020-05-11,0
chandigarh,2020-05-11,1
goa,2020-05-11,1
rajasthan,2020-05-11,1
tripura,2020-05-11,1
delhi,2020-05-11,1
gujarat,2020-05-11,0
gujarat,2020-05-11,0
gujarat,2020-05-11,1
gujarat,2020-05-11,-1
bihar,2020-05-11,-1
gujarat,2020-05-11,1
bihar,2020-05-11,-1
goa,2020-05-11,1
goa,2020-05-11,0
goa,2020-05-11,1
madhya pradesh,2020-05-11,1
delhi,2020-05-11,1
chandigarh,2020-05-11,-1
goa,2020-05-11,1
maharashtra,2020-05-11,1
uttar pradesh,2020-05-11,-1
rajasthan,2020-05-11,1
delhi,2020-05-11,0
gujarat,2020-05-12,0
tripura,2020-05-12,1
gujarat,2020-05-12,1
goa,2020-05-12,0
jharkhand,2020-05-12,0
delhi,2020-05-12,0
gujarat,2020-05-12,0
delhi,2020-05-12,1
uttar pradesh,2020-05-12,0
tamil nadu,2020-05-12,0
haryana,2020-05-12,0
delhi,2020-05-12,1
gujarat,2020-05-12,0
delhi,2020-05-12,0
uttar pradesh,2020-05-12,1
gujarat,2020-05-12,0
assam,2020-05-12,1
delhi,2020-05-12,0
himachal pradesh,2020-05-12,0
jharkhand,2020-05-12,0
delhi,2020-05-12,0
tripura,2020-05-12,1
chandigarh,2020-05-12,-1
odisha,2020-05-12,1
maharashtra,2020-05-12,0
tripura,2020-05-12,1
west bengal,2020-05-12,1
uttar pradesh,2020-05-12,1
himachal pradesh,2020-05-12,1
maharashtra,2020-05-12,0
delhi,2020-05-12,-1
tamil nadu,2020-05-12,0
maharashtra,2020-05-12,0
tripura,2020-05-12,1
delhi,2020-05-12,1
himachal pradesh,2020-05-12,1
delhi,2020-05-12,1
chandigarh,2020-05-12,0
gujarat,2020-05-12,0
kerala,2020-05-12,1
maharashtra,2020-05-12,0
kerala,2020-05-12,-1
rajasthan,2020-05-12,1
meghalaya,2020-05-12,0
maharashtra,2020-05-12,-1
kerala,2020-05-12,0
meghalaya,2020-05-12,-1
maharashtra,2020-05-12,1
uttar pradesh,2020-05-12,0
gujarat,2020-05-12,1
uttar pradesh,2020-05-12,1
west bengal,2020-05-12,0
maharashtra,2020-05-12,0
west bengal,2020-05-12,0
goa,2020-05-12,0
west bengal,2020-05-12,0
assam,2020-05-12,0
west bengal,2020-05-12,1
delhi,2020-05-12,0
gujarat,2020-05-12,1
delhi,2020-05-12,1
delhi,2020-05-12,-1
delhi,2020-05-12,0
delhi,2020-05-12,1
delhi,2020-05-12,0
andhra pradesh,2020-05-12,1
west bengal,2020-05-12,0
tamil nadu,2020-05-12,1
madhya pradesh,2020-05-12,1
bihar,2020-05-12,0
maharashtra,2020-05-12,0
madhya pradesh,2020-05-12,1
karnataka,2020-05-12,0
chandigarh,2020-05-12,0
kerala,2020-05-12,0
andhra pradesh,2020-05-12,-1
tamil nadu,2020-05-12,0
haryana,2020-05-12,0
chhattisgarh,2020-05-12,0
gujarat,2020-05-12,0
chandigarh,2020-05-12,1
bihar,2020-05-12,0
maharashtra,2020-05-12,1
uttar pradesh,2020-05-12,0
goa,2020-05-12,-1
chandigarh,2020-05-12,1
haryana,2020-05-12,-1
haryana,2020-05-12,0
madhya pradesh,2020-05-12,-1
madhya pradesh,2020-05-12,0
gujarat,2020-05-12,1
madhya pradesh,2020-05-12,0
madhya pradesh,2020-05-12,0
uttar pradesh,2020-05-12,1
bihar,2020-05-12,1
haryana,2020-05-12,1
gujarat,2020-05-12,0
uttar pradesh,2020-05-12,0
maharashtra,2020-05-12,0
chandigarh,2020-05-12,1
kerala,2020-05-12,0
himachal pradesh,2020-05-12,-1
chandigarh,2020-05-12,0
rajasthan,2020-05-12,0
haryana,2020-05-12,1
manipur,2020-05-12,1
bihar,2020-05-12,-1
gujarat,2020-05-12,0
rajasthan,2020-05-12,-1
uttar pradesh,2020-05-12,0
maharashtra,2020-05-12,1
karnataka,2020-05-12,0
maharashtra,2020-05-12,0
maharashtra,2020-05-12,-1
uttar pradesh,2020-05-12,1
maharashtra,2020-05-12,1
kerala,2020-05-12,0
madhya pradesh,2020-05-12,0
goa,2020-05-12,-1
delhi,2020-05-12,0
jharkhand,2020-05-12,0
chandigarh,2020-05-12,1
jharkhand,2020-05-12,1
chandigarh,2020-05-12,1
punjab,2020-05-12,1
punjab,2020-05-12,1
tamil nadu,2020-05-12,1
uttar pradesh,2020-05-12,0
chandigarh,2020-05-12,1
karnataka,2020-05-12,0
karnataka,2020-05-12,0
punjab,2020-05-12,1
delhi,2020-05-12,1
jharkhand,2020-05-12,0
bihar,2020-05-12,1
jharkhand,2020-05-12,0
bihar,2020-05-12,-1
uttar pradesh,2020-05-12,1
bihar,2020-05-12,0
gujarat,2020-05-12,0
bihar,2020-05-12,1
haryana,2020-05-12,0
manipur,2020-05-12,1
maharashtra,2020-05-12,1
west bengal,2020-05-12,1
kerala,2020-05-12,1
west bengal,2020-05-12,0
delhi,2020-05-12,1
manipur,2020-05-12,0
rajasthan,2020-05-12,0
odisha,2020-05-12,0
chandigarh,2020-05-12,-1
gujarat,2020-05-12,0
bihar,2020-05-12,0
tamil nadu,2020-05-12,-1
chhattisgarh,2020-05-12,0
bihar,2020-05-12,1
rajasthan,2020-05-12,-1
maharashtra,2020-05-12,1
karnataka,2020-05-12,1
chhattisgarh,2020-05-12,1
west bengal,2020-05-12,0
madhya pradesh,2020-05-12,-1
uttar pradesh,2020-05-12,1
uttar pradesh,2020-05-12,0
kerala,2020-05-12,0
west bengal,2020-05-12,1
chandigarh,2020-05-12,-1
kerala,2020-05-12,1
kerala,2020-05-12,0
punjab,2020-05-12,0
delhi,2020-05-12,-1
chhattisgarh,2020-05-12,0
kerala,2020-05-12,0
haryana,2020-05-12,1
bihar,2020-05-12,1
chandigarh,2020-05-12,0
chandigarh,2020-05-12,1
delhi,2020-05-12,1
kerala,2020-05-12,1
tamil nadu,2020-05-12,1
kerala,2020-05-12,1
kerala,2020-05-12,0
uttar pradesh,2020-05-12,0
maharashtra,2020-05-12,1
andhra pradesh,2020-05-12,1
gujarat,2020-05-12,0
chandigarh,2020-05-12,0
chhattisgarh,2020-05-12,1
gujarat,2020-05-12,0
gujarat,2020-05-12,1
delhi,2020-05-12,1
maharashtra,2020-05-12,0
goa,2020-05-12,1
goa,2020-05-12,1
bihar,2020-05-12,0
assam,2020-05-12,1
delhi,2020-05-12,0
bihar,2020-05-12,0
haryana,2020-05-12,0
delhi,2020-05-12,0
kerala,2020-05-12,0
goa,2020-05-12,1
chhattisgarh,2020-05-12,1
andhra pradesh,2020-05-12,0
maharashtra,2020-05-12,1
andhra pradesh,2020-05-12,1
bihar,2020-05-12,0
maharashtra,2020-05-12,1
tamil nadu,2020-05-12,0
goa,2020-05-12,1
uttar pradesh,2020-05-12,0
andhra pradesh,2020-05-12,0
tamil nadu,2020-05-12,0
west bengal,2020-05-12,0
tamil nadu,2020-05-12,0
nagaland,2020-05-12,0
maharashtra,2020-05-12,1
chandigarh,2020-05-12,0
chhattisgarh,2020-05-12,0
maharashtra,2020-05-12,0
tamil nadu,2020-05-12,1
bihar,2020-05-12,1
haryana,2020-05-12,0
maharashtra,2020-05-12,-1
bihar,2020-05-12,0
kerala,2020-05-12,1
chandigarh,2020-05-12,1
punjab,2020-05-12,1
delhi,2020-05-12,0
maharashtra,2020-05-12,0
delhi,2020-05-12,0
rajasthan,2020-05-12,1
maharashtra,2020-05-12,1
himachal pradesh,2020-05-12,1
tripura,2020-05-12,-1
gujarat,2020-05-12,0
uttar pradesh,2020-05-12,1
punjab,2020-05-12,-1
manipur,2020-05-12,1
haryana,2020-05-12,-1
gujarat,2020-05-12,1
maharashtra,2020-05-12,-1
gujarat,2020-05-12,1
haryana,2020-05-12,0
bihar,2020-05-12,-1
chandigarh,2020-05-12,0
maharashtra,2020-05-12,1
chandigarh,2020-05-12,0
odisha,2020-05-12,1
chandigarh,2020-05-12,0
kerala,2020-05-12,1
gujarat,2020-05-12,1
kerala,2020-05-12,-1
delhi,2020-05-12,0
west bengal,2020-05-12,0
rajasthan,2020-05-12,1
chandigarh,2020-05-13,-1
karnataka,2020-05-13,1
delhi,2020-05-13,0
odisha,2020-05-13,0
gujarat,2020-05-13,-1
gujarat,2020-05-13,1
karnataka,2020-05-13,0
chandigarh,2020-05-13,1
rajasthan,2020-05-13,1
bihar,2020-05-13,1
chandigarh,2020-05-13,0
karnataka,2020-05-13,-1
karnataka,2020-05-13,0
gujarat,2020-05-13,0
haryana,2020-05-13,1
chandigarh,2020-05-13,-1
chandigarh,2020-05-13,0
bihar,2020-05-13,-1
odisha,2020-05-13,0
delhi,2020-05-13,-1
odisha,2020-05-13,0
gujarat,2020-05-13,0
odisha,2020-05-13,0
odisha,2020-05-13,-1
bihar,2020-05-13,1
kerala,2020-05-13,-1
rajasthan,2020-05-13,0
rajasthan,2020-05-13,1
delhi,2020-05-13,0
odisha,2020-05-13,0
assam,2020-05-13,0
gujarat,2020-05-13,1
gujarat,2020-05-13,1
gujarat,2020-05-13,1
gujarat,2020-05-13,0
delhi,2020-05-13,-1
jharkhand,2020-05-13,1
tamil nadu,2020-05-13,1
delhi,2020-05-13,-1
maharashtra,2020-05-13,0
odisha,2020-05-13,0
tripura,2020-05-13,0
west bengal,2020-05-13,1
delhi,2020-05-13,1
assam,2020-05-13,1
tripura,2020-05-13,1
haryana,2020-05-13,1
west bengal,2020-05-13,-1
karnataka,2020-05-13,0
gujarat,2020-05-13,1
bihar,2020-05-13,0
chandigarh,2020-05-13,0
west bengal,2020-05-13,0
bihar,2020-05-13,0
bihar,2020-05-13,0
west bengal,2020-05-13,0
maharashtra,2020-05-13,-1
gujarat,2020-05-13,-1
gujarat,2020-05-13,-1
bihar,2020-05-13,0
madhya pradesh,2020-05-13,0
madhya pradesh,2020-05-13,-1
karnataka,2020-05-13,-1
jharkhand,2020-05-13,1
gujarat,2020-05-13,0
delhi,2020-05-13,0
goa,2020-05-13,0
goa,2020-05-13,1
west bengal,2020-05-13,0
delhi,2020-05-13,0
goa,2020-05-13,0
chhattisgarh,2020-05-13,0
delhi,2020-05-13,-1
chandigarh,2020-05-13,0
bihar,2020-05-13,1
andhra pradesh,2020-05-13,1
tripura,2020-05-13,0
kerala,2020-05-13,0
madhya pradesh,2020-05-13,0
chandigarh,2020-05-13,1
karnataka,2020-05-13,1
haryana,2020-05-13,0
himachal pradesh,2020-05-13,1
chandigarh,2020-05-13,0
delhi,2020-05-13,0
delhi,2020-05-13,0
delhi,2020-05-13,1
delhi,2020-05-13,1
tamil nadu,2020-05-13,1
bihar,2020-05-13,-1
chandigarh,2020-05-13,0
kerala,2020-05-13,1
delhi,2020-05-13,-1
chandigarh,2020-05-13,0
bihar,2020-05-13,0
bihar,2020-05-13,1
chandigarh,2020-05-13,0
uttar pradesh,2020-05-13,0
manipur,2020-05-13,0
tamil nadu,2020-05-13,1
chandigarh,2020-05-13,0
gujarat,2020-05-13,0
chandigarh,2020-05-13,0
tripura,2020-05-13,0
karnataka,2020-05-13,-1
maharashtra,2020-05-13,0
tamil nadu,2020-05-13,1
chandigarh,2020-05-13,1
delhi,2020-05-13,1
chandigarh,2020-05-13,0
maharashtra,2020-05-13,0
madhya pradesh,2020-05-13,0
haryana,2020-05-13,0
gujarat,2020-05-13,0
delhi,2020-05-13,0
maharashtra,2020-05-13,1
delhi,2020-05-13,1
rajasthan,2020-05-13,1
maharashtra,2020-05-13,-1
uttar pradesh,2020-05-13,1
kerala,2020-05-13,1
bihar,2020-05-13,0
delhi,2020-05-13,0
